,TEI,TEO,TCI,TCO,Heat,FWC,FWE
3207,53.92,45.88,68.91,76.61,47.428,267.4,215.7
3208,61.05,50.1,75.42,85.78,57.43,265.0,214.9
3209,48.6,41.38,83.53,90.61,51.54,270.2,216.3
3210,46.64,40.36,80.29,86.47,46.35,268.4,213.8
3211,53.8,50.39,85.82,89.26,27.87,269.6,215.8
3213,43.32,39.99,71.2,74.68,34.189,272.7,214.7
3214,56.22,49.82,66.21,72.02,26.79,269.3,215.9
3215,64.49,54.24,86.27,95.48,36.29,267.0,215.7
3216,56.42,46.38,75.5,85.24,65.112,267.0,214.7
3217,54.17,50.35,64.61,68.33,25.211,269.1,217.2
3218,53.15,50.43,74.89,78.08,38.012,265.2,216.1
3219,43.12,40.11,61.17,64.28,28.587,270.5,215.1
3220,48.19,44.86,64.98,68.29,26.024,270.6,215.9
3221,45.69,39.33,69.28,75.42,39.521,267.8,216.1
3222,46.02,40.23,61.13,66.49,28.92,269.5,215.5
3223,57.81,50.76,70.51,76.15,1.87,271.8,215.8
3224,58.96,51.08,72.51,79.92,39.23,265.7,216.0
3225,43.81,40.19,65.63,69.36,32.444,268.1,214.8
3226,46.27,40.44,61.25,66.61,25.2,267.5,216.6
3227,50.89,40.64,67.64,77.18,49.55,268.6,216.9
3228,56.01,46.66,85.21,94.09,49.24,266.6,217.3
3229,49.09,45.64,85.29,88.81,30.72,269.7,214.1
3230,50.94,45.76,81.77,87.01,44.54,270.2,214.9
3231,56.5,51.49,86.31,91.22,34.65,268.2,215.7
3232,45.65,39.33,70.14,75.87,29.29,270.8,213.9
3233,43.65,40.6,68.01,71.2,31.474,272.0,214.5
3234,51.47,44.98,86.52,93.07,52.3,267.8,215.4
3235,46.23,39.46,82.67,89.38,49.68,267.1,214.7
3236,48.48,41.01,74.89,82.01,45.41,268.3,214.4
3237,56.59,50.51,74.93,80.66,31.88,266.5,215.6
3238,53.02,50.27,75.91,78.69,22.27,268.7,216.0
3239,50.08,40.85,80.7,89.54,54.14,266.7,215.5
3240,48.44,45.52,75.09,78.04,24.27,270.2,215.8
3241,48.85,45.39,65.92,69.32,25.051,268.6,214.6
3242,56.42,47.32,85.62,94.25,51.97,268.6,215.9
3243,47.09,39.87,66.13,72.96,41.934,267.8,213.8
3244,51.1,44.37,64.53,70.75,32.8,269.7,216.1
3245,57.57,48.14,75.62,84.75,62.328,268.9,215.1
3246,49.67,44.57,76.85,81.64,28.04,268.1,214.5
3247,43.93,40.15,67.84,71.73,34.3,270.1,215.8
3248,54.58,50.47,65.06,69.03,26.625,269.5,216.1
3249,62.07,52.19,85.7,94.99,51.66,266.5,214.9
3250,60.48,50.43,85.49,95.11,55.58,265.6,216.6
3251,45.69,39.91,61.17,66.57,31.03,270.1,215.5
3252,51.02,44.33,64.49,70.71,34.56,269.7,215.6
3253,47.0,39.82,66.29,73.21,46.457,269.9,215.9
3254,46.8,39.87,71.33,78.08,48.853,270.6,215.5
3255,45.69,39.33,69.36,75.54,44.652,270.6,215.0
3256,45.9,39.21,71.2,77.67,41.82,267.0,215.5
3257,51.26,44.29,87.91,94.91,53.491,267.3,215.9
3258,51.3,45.19,85.29,91.14,38.23,269.0,214.8
3259,56.59,50.18,66.13,72.27,37.983,267.7,216.2
3260,49.38,41.79,64.12,71.08,36.56,270.5,215.1
3261,56.95,50.68,85.33,91.3,38.0,270.5,216.1
3262,43.61,40.03,80.78,84.55,37.683,272.2,214.6
3263,46.47,40.56,80.54,86.43,44.491,267.0,214.9
3265,56.75,50.63,75.38,81.11,28.62,265.6,216.9
3266,50.49,44.41,76.07,82.01,42.336,268.8,215.1
3267,43.36,39.99,71.2,74.76,33.666,267.5,214.3
3268,49.71,40.52,78.61,87.21,47.78,268.2,215.4
3269,47.5,41.18,81.15,87.33,45.0,270.4,215.8
3270,51.92,43.06,80.29,88.36,39.02,268.2,214.1
3271,53.84,49.94,64.53,68.25,24.93,270.8,214.7
3272,44.55,39.91,82.71,87.58,44.961,268.7,215.8
3273,47.7,44.9,75.05,77.96,26.477,270.3,216.0
3274,50.24,40.23,66.53,75.95,51.67,266.7,215.7
3275,56.22,49.86,66.21,72.06,28.95,268.9,216.4
3276,48.93,45.35,85.7,89.34,31.22,271.1,216.5
3277,55.93,49.9,65.39,70.87,24.85,267.7,215.2
3278,56.71,50.51,85.0,90.98,38.6,268.6,216.5
3279,53.64,50.31,62.48,65.63,19.08,269.4,215.7
3280,56.01,49.77,65.39,71.28,32.985,266.7,215.8
3281,43.48,40.07,71.24,74.76,31.32,269.7,215.5
3282,56.95,49.12,74.03,81.64,50.381,267.0,215.6
3283,49.01,45.43,85.74,89.34,31.17,271.7,214.0
3284,43.57,40.03,80.78,84.59,39.921,271.3,214.9
3285,52.16,40.89,70.14,80.78,56.45,264.0,215.1
3286,56.26,49.86,66.25,72.06,27.35,269.5,215.5
3287,48.97,45.93,65.72,68.87,28.313,269.3,215.2
3288,55.97,49.9,65.31,70.87,28.23,268.1,213.9
3289,55.48,44.78,70.26,80.25,53.07,266.2,214.6
3290,56.71,50.8,75.26,80.99,36.86,268.0,217.2
3291,56.75,49.86,67.15,73.7,40.558,269.4,215.8
3292,56.95,46.46,75.83,85.86,62.47,267.7,215.2
3293,55.36,46.29,85.33,94.09,55.83,266.2,215.2
3294,49.05,45.48,85.74,89.38,31.95,270.9,214.9
3295,56.01,49.94,65.35,70.95,29.74,268.8,214.7
3296,56.67,46.05,75.95,86.02,62.07,267.5,213.8
3297,49.01,45.43,85.74,89.38,30.52,269.1,215.7
3298,48.15,44.82,65.06,68.29,22.14,269.4,216.1
3299,50.65,41.3,81.11,90.12,59.97,269.4,215.7
3300,53.56,50.06,77.84,81.4,28.57,266.8,216.0
3301,46.35,40.97,76.2,81.52,41.08,270.8,215.7
3302,63.59,54.32,86.02,94.54,40.28,267.6,216.2
3303,56.01,49.9,65.31,70.91,28.9,269.4,214.8
3304,55.19,49.61,77.92,83.07,25.081,265.0,214.1
3305,55.48,45.64,70.26,79.31,41.11,266.5,216.5
3306,49.79,40.4,79.43,88.19,49.9,268.3,214.0
3307,57.0,47.15,75.46,85.0,61.45,268.0,217.1
3308,55.64,45.19,70.06,79.84,50.1,265.6,215.8
3309,55.97,45.68,70.18,79.76,50.8,267.5,215.3
3310,55.15,46.05,84.8,93.39,46.47,267.0,217.3
3311,50.94,44.21,64.49,70.83,38.582,270.6,216.0
3312,59.17,50.02,70.75,79.31,44.33,266.1,215.9
3313,52.9,50.18,75.09,77.87,23.19,266.6,214.7
3314,42.99,39.74,62.11,65.47,31.98057,271.7,213.4
3315,51.75,45.72,85.33,91.26,43.65,268.4,214.6
3316,58.18,48.42,78.0,87.29,51.49,264.1,215.4
3317,53.31,50.18,85.0,88.15,25.01,268.0,215.5
3318,48.15,44.9,64.69,67.92,25.266,269.4,214.9
3319,60.43,51.41,80.42,88.03,12.59,267.3,216.1
3320,56.01,46.58,74.4,83.65,68.099,269.5,215.1
3321,49.01,44.9,86.35,90.57,37.87,271.7,215.9
3322,58.43,49.45,69.97,78.32,44.13,266.4,214.1
3323,45.65,39.37,69.28,75.42,45.28,270.0,214.8
3324,51.88,45.76,85.41,91.43,43.72,268.2,215.0
3325,51.47,42.49,80.5,88.97,48.32,267.1,215.3
3326,56.87,50.59,76.24,82.38,41.52,267.6,216.5
3327,53.11,45.84,69.4,76.24,45.984,275.4,216.0
3328,53.43,50.1,62.52,65.67,18.72,268.5,215.6
3329,50.73,44.7,75.01,80.78,37.02,268.5,214.9
3330,59.7,53.0,77.71,84.96,9.97,268.4,215.8
3331,44.75,42.64,63.55,67.64,31.566,268.9,215.4
3332,43.65,42.15,80.82,84.59,39.463,270.8,214.6
3333,54.7,47.76,80.5,87.99,20.19,274.7,214.7
3334,61.29,52.06,75.83,86.51,62.48,265.4,214.5
3335,51.84,47.68,85.37,91.39,43.54,269.4,215.0
3336,60.6,52.39,85.62,95.36,57.85,265.7,214.8
3337,52.94,52.18,75.17,78.0,22.75,265.8,215.8
3338,52.7,51.98,75.13,77.96,25.3,267.8,214.7
3339,52.7,51.98,75.91,78.78,26.01,268.2,217.4
3340,56.5,47.48,75.87,86.43,63.86,266.8,216.0
3341,51.3,43.95,81.07,89.83,51.19,270.6,216.2
3342,48.36,47.48,75.09,78.08,26.936,268.8,214.9
3343,56.67,47.64,75.99,86.51,58.36,264.8,216.5
3344,60.64,52.39,85.62,95.32,53.72,266.0,216.0
3345,55.73,48.62,68.99,77.63,51.59,267.6,215.2
3346,55.56,46.9,70.26,80.25,52.26,267.6,217.2
3347,51.39,45.88,68.87,75.54,27.31,270.5,215.6
3348,49.01,47.48,85.74,89.38,32.77,270.5,215.3
3349,53.8,52.43,85.21,88.48,23.03,268.8,214.3
3350,49.87,46.98,86.76,91.75,43.4,269.5,214.7
3351,48.03,47.15,75.54,78.65,32.121,270.7,216.2
3352,43.77,42.11,65.06,68.78,32.291,269.0,213.5
3353,45.9,41.21,71.2,77.63,42.3,269.7,215.9
3354,60.56,52.35,75.91,85.57,55.74,267.8,216.2
3355,50.12,42.44,66.37,75.58,54.821,266.2,214.6
3356,48.44,47.56,75.13,78.12,27.332,269.8,215.0
3357,43.36,42.07,71.12,74.64,35.747,270.8,215.5
3358,50.85,46.16,64.45,70.71,35.41,269.8,216.5
3359,55.77,53.62,71.24,75.66,42.178,266.0,214.0
3360,60.68,52.31,75.95,85.65,47.9,266.5,217.8
3361,47.91,46.86,75.3,78.45,28.72,269.9,214.9
3362,50.94,46.12,64.73,71.16,38.087,268.8,215.5
3363,44.26,42.85,80.09,83.77,38.786,270.6,214.4
3364,51.3,46.12,65.76,72.43,35.16,268.3,215.9
3365,56.09,51.86,65.92,71.77,30.16,267.7,218.2
3366,43.81,42.32,80.09,83.81,37.594,270.7,215.0
3367,51.96,42.44,70.22,81.07,58.21,265.9,215.9
3368,47.58,43.42,81.03,87.05,44.71,270.7,215.0
3369,56.42,52.39,74.56,80.25,31.14,266.8,216.3
3370,51.18,42.28,69.61,79.8,53.07,266.4,215.8
3371,59.12,51.94,70.55,79.14,47.0,266.9,214.9
3372,47.95,43.18,68.5,74.76,34.14,269.4,214.8
3373,60.07,52.59,85.37,94.38,51.46,267.0,216.7
3374,45.61,41.33,69.32,75.5,45.459,269.6,216.0
3375,55.11,47.97,85.21,94.01,57.51,268.5,215.5
3376,45.61,41.25,69.4,75.54,41.771,268.9,214.7
3377,46.27,42.07,79.96,86.06,45.58,269.6,215.1
3378,43.03,42.11,60.8,63.83,28.213,269.8,213.7
3379,50.28,47.31,77.63,82.26,25.99,269.5,215.2
3380,45.94,41.25,71.24,77.67,42.938,270.1,215.7
3381,61.7,53.74,85.7,95.15,54.01,266.8,216.2
3382,50.24,43.26,74.23,82.17,31.26,269.0,214.1
3383,51.3,47.27,85.29,91.14,40.52,268.4,214.5
3384,57.16,52.55,76.36,82.71,38.47,266.4,216.1
3385,56.83,49.07,70.75,79.88,46.25,266.4,216.9
3386,60.64,53.62,87.62,96.05,42.44,266.6,217.1
3387,53.43,52.02,85.25,88.68,27.01,268.3,216.2
3388,49.01,47.48,85.21,88.93,36.952,270.4,213.4
3389,55.64,47.23,70.06,79.8,54.47,267.6,214.7
3390,46.27,42.11,79.96,86.06,46.12,269.5,215.9
3391,45.82,41.46,69.48,75.58,42.77,272.0,214.8
3392,60.64,52.59,85.49,94.95,52.52,266.5,215.2
3393,51.22,42.32,69.61,79.8,54.07,266.4,215.2
3394,56.01,51.9,65.35,70.95,27.38,268.7,215.8
3395,53.88,52.63,85.21,88.48,26.94,270.1,215.5
3396,56.46,52.06,75.58,81.64,32.17,264.8,216.3
3397,52.78,52.06,75.17,78.0,25.11,267.4,214.8
3398,51.51,45.06,73.82,81.23,26.29,270.1,215.6
3399,56.95,52.63,85.33,91.35,36.32,267.8,215.8
3400,51.88,48.95,66.82,70.91,7.449,272.3,215.8
3401,56.87,52.43,75.62,81.68,32.75,266.2,215.6
3402,61.7,54.31,85.74,94.5,48.12,268.1,215.1
3403,46.68,42.64,80.29,86.31,44.47,267.4,216.4
3404,55.85,49.77,68.38,75.09,13.92,275.0,216.7
3405,54.37,52.1,85.33,89.75,39.166,269.4,216.1
3406,57.81,50.01,75.34,84.67,53.05,266.2,216.5
3407,52.61,51.69,76.12,79.02,21.45,267.0,215.4
3408,56.63,51.0,74.27,81.6,46.216,267.1,215.2
3409,56.34,52.35,76.16,82.05,41.764,267.1,215.1
3410,51.26,42.44,69.61,79.76,55.19,267.0,215.7
3411,48.93,42.97,64.65,72.18,44.75,269.2,216.4
3412,51.26,47.19,85.25,91.1,38.93,269.6,216.0
3413,56.38,52.35,74.85,80.62,35.44,266.0,214.4
3414,51.3,47.27,85.25,91.1,39.09,268.4,216.1
3415,49.01,47.68,84.1,87.62,33.85,269.1,214.9
3416,56.95,52.63,85.33,91.35,37.78,268.8,215.1
3417,58.43,51.45,69.97,78.32,40.03,264.5,215.5
3418,46.92,41.87,64.08,70.91,47.3214,267.6,213.4
3419,54.58,52.43,64.94,68.95,27.155,270.0,216.3
3420,55.89,51.73,65.39,71.2,34.018,268.5,215.7
3421,48.11,42.32,82.38,89.95,49.78,266.6,215.4
3422,52.04,47.84,86.15,92.21,44.27,270.3,215.4
3423,55.32,48.25,85.33,94.05,55.02,266.3,214.7
3424,51.14,46.41,64.53,70.79,36.12,270.9,215.5
3425,56.22,51.82,66.25,72.1,24.44,266.5,217.6
3426,55.11,47.97,85.29,94.05,56.91,268.9,215.1
3427,46.43,41.95,81.07,87.41,47.66,270.5,214.5
3428,52.9,52.18,75.17,77.96,23.31,267.2,215.1
3429,51.14,48.25,74.19,78.82,28.39,269.1,215.0
3430,62.56,54.76,82.79,91.02,13.27,266.1,214.2
3431,56.87,47.88,75.95,86.35,59.03,266.1,215.2
3432,45.61,41.21,69.32,75.5,41.291,269.4,216.0
3433,51.71,44.16,72.06,81.35,58.57,266.5,217.4
3434,48.11,46.86,64.65,67.92,27.67,271.5,215.4
3435,56.34,47.39,75.34,85.7,62.33,267.5,214.2
3436,49.01,41.7,63.83,72.51,47.66,268.0,214.9
3437,53.06,52.43,75.38,78.2,27.504,268.2,216.1
3438,53.11,52.39,75.38,78.16,23.13,266.5,214.8
3439,56.95,52.68,85.29,91.26,37.69,269.5,215.5
3440,47.33,42.23,66.21,73.0,44.659,268.7,214.2
3441,49.01,44.16,63.22,68.7,1.089,270.2,215.1
3442,55.97,51.86,65.35,70.91,25.74,269.1,216.2
3443,51.75,44.9,80.5,88.68,41.77,269.9,217.3
3444,48.81,47.27,85.25,88.89,31.43,269.5,216.9
3446,43.93,42.4,80.09,83.89,39.742,270.3,214.2
3447,54.95,48.05,68.09,75.54,16.12,271.4,214.8
3448,56.34,47.48,75.26,85.61,63.17,267.8,215.6
3449,50.89,42.64,67.68,77.26,55.43,269.4,214.8
3450,43.48,42.15,70.02,73.58,35.738,270.1,215.4
3451,43.2,41.91,62.15,65.55,31.13,269.2,213.3
3452,42.87,41.87,61.13,64.24,29.387,271.2,214.0
3453,53.88,51.98,62.24,66.0,24.94,268.9,215.8
3454,53.11,52.39,75.3,78.08,22.73,266.2,215.5
3455,51.47,47.56,85.74,91.22,29.05,268.0,215.1
3456,55.23,48.33,70.06,78.61,53.649,267.4,215.9
3457,54.09,52.8,85.25,88.52,24.75,269.0,216.3
3458,62.97,55.01,85.74,94.95,44.6,266.2,215.5
3459,55.97,47.11,75.26,85.53,60.71,267.5,214.9
3460,54.05,52.31,83.65,87.54,36.413,270.6,214.8
3461,62.69,56.24,76.2,83.24,10.64,269.1,215.6
3462,50.16,42.85,79.19,87.95,48.07,266.3,215.3
3463,57.81,51.94,69.89,77.42,45.66,265.8,214.6
3464,56.01,51.94,65.35,70.91,27.3,268.4,215.3
3465,50.81,46.62,76.16,82.09,38.82,270.0,215.8
3466,46.39,41.74,71.04,77.3,39.31,270.9,214.8
3467,47.7,42.23,82.46,89.75,48.46,266.6,215.8
3468,53.52,52.22,85.12,88.44,26.77,269.8,216.2
3469,62.85,53.86,75.99,86.43,56.0,264.0,216.0
3470,51.22,46.98,85.78,91.84,39.35,266.1,215.4
3471,61.7,53.74,85.7,95.15,51.22,265.7,217.1
3472,54.13,52.84,85.25,88.56,26.74,270.2,216.7
3473,57.2,52.88,85.33,91.26,33.12,268.6,216.4
3474,51.59,47.31,85.78,91.84,41.07,268.2,214.1
3475,56.95,48.5,75.83,85.86,61.51,266.4,215.4
3476,56.01,50.51,67.03,73.33,15.47,275.4,217.2
3477,50.65,44.49,66.37,73.74,30.44,269.1,217.5
3478,43.52,42.52,68.34,71.49,30.338,270.6,214.9
3479,55.85,46.98,75.17,85.49,59.52,266.2,215.4
3480,51.02,47.02,78.33,84.47,51.266,266.9,215.0
3481,48.23,47.31,75.17,78.28,31.434,269.0,212.9
3482,49.75,46.66,65.22,69.97,28.538,270.1,213.6
3483,51.47,42.07,69.97,80.78,64.68,266.8,214.3
3484,53.64,52.31,85.21,88.52,25.04,269.1,216.4
3485,56.22,47.52,75.09,85.24,61.43,267.3,214.4
3486,56.22,51.82,66.21,72.06,30.4,270.3,214.7
3487,50.28,46.25,75.26,81.19,41.637,268.6,217.1
3488,55.93,47.07,75.22,85.49,58.77,266.5,215.1
3489,56.01,52.1,65.31,70.75,27.3,267.8,215.1
3490,43.24,42.07,69.4,72.76,33.084,270.0,214.8
3491,46.47,42.81,76.77,82.46,45.703,268.7,214.8
3492,45.9,41.58,69.07,75.13,39.642,270.2,216.1
3493,46.8,42.77,80.09,86.1,46.72,268.6,215.0
3494,51.84,47.72,85.49,91.47,40.35,266.8,215.7
3495,53.72,52.39,85.08,88.44,27.79,269.6,214.7
3496,55.6,48.79,83.28,91.26,35.59,268.5,215.5
3497,59.41,51.86,71.57,80.41,43.34,266.7,215.9
3498,49.42,46.9,65.14,69.48,28.346,269.0,215.5
3499,43.28,42.07,69.36,72.8,35.6462,270.6,214.1
3500,52.0,46.12,67.68,75.38,55.1871,269.4,215.4
3501,56.46,49.56,73.58,80.95,17.6,275.4,214.5
3502,53.6,48.13,71.94,79.14,45.58,266.8,215.7
3503,56.22,48.01,74.23,83.98,58.17,266.3,215.3
3504,44.22,42.03,70.14,74.35,36.018,271.5,214.4
3505,45.78,41.46,69.16,75.3,43.929,270.4,215.3
3506,62.2,54.64,85.33,94.05,38.6,265.8,215.0
3507,43.61,42.07,80.74,84.59,40.786,270.1,215.1
3508,51.26,46.57,86.47,93.02,47.34,268.7,214.7
3509,56.79,52.47,85.25,91.18,32.48,268.1,216.7
3510,47.62,42.64,66.0,72.59,37.64,267.1,215.5
3511,43.36,42.03,71.16,74.64,33.406,271.1,214.6
3512,50.85,44.24,72.1,79.59,20.66,267.8,216.6
3513,50.2,42.97,80.7,89.54,56.74,268.0,214.8
3514,55.4,48.38,85.33,94.09,56.98,266.9,216.0
3515,46.19,41.95,80.17,86.27,42.46,267.2,214.8
3516,48.6,47.43,64.86,68.01,25.45,271.8,215.5
3517,56.5,52.47,77.18,83.2,43.34,265.8,216.1
3518,47.78,46.82,75.05,78.12,28.705,270.6,214.1
3519,49.79,42.19,79.96,89.05,54.99,266.9,213.7
3520,55.11,47.84,85.04,93.93,56.29,266.8,214.3
3521,48.97,47.35,85.7,89.34,30.25,270.6,215.4
3522,53.64,52.31,85.21,88.48,23.46,268.8,216.1
3523,49.67,47.15,65.18,69.48,27.16,270.2,215.9
3524,45.86,41.21,71.2,77.59,41.23,268.0,215.1
3525,48.97,47.56,85.16,88.64,29.54,268.7,214.8
3526,50.28,46.25,75.26,81.15,42.958,269.9,215.1
3527,56.14,51.94,65.84,71.61,29.38,267.0,216.3
3528,52.08,47.84,86.15,92.21,43.27,269.9,214.7
3529,51.88,47.72,85.45,91.47,42.09,267.8,215.1
3530,60.07,52.59,85.37,94.42,53.75,266.2,215.4
3531,45.78,41.46,69.03,75.21,45.509,269.7,214.6
3532,49.17,47.76,84.96,88.52,33.84,270.5,214.4
3533,43.69,42.15,80.21,83.98,37.071,270.3,216.2
3534,55.93,47.72,70.14,79.64,49.04,267.7,216.2
3535,60.6,52.39,75.87,85.57,57.54,267.0,215.2
3536,61.29,52.06,75.83,86.55,63.54,266.4,215.7
3537,55.19,47.97,85.08,93.84,52.19,267.3,215.2
3538,48.85,46.82,86.35,90.53,38.025,270.9,216.4
3539,62.24,54.6,85.41,94.13,36.73,267.2,215.7
3540,48.93,47.27,85.45,89.18,30.54,267.2,215.0
3541,51.59,46.78,66.21,72.43,33.93,273.4,215.7
3542,50.89,42.64,67.56,77.14,49.31,267.1,216.7
3543,55.19,46.82,70.83,80.45,47.319,267.4,216.8
3544,54.83,51.73,86.35,91.43,37.416,267.2,216.1
3545,52.78,52.06,75.17,78.0,25.24,267.4,214.4
3546,46.35,41.7,71.0,77.26,37.55,268.7,214.6
3547,56.55,52.51,74.89,80.62,35.4,268.1,214.5
3548,50.16,46.62,66.25,71.45,29.87,268.4,214.9
3549,47.95,47.15,74.76,77.67,26.344,269.4,215.4
3550,48.44,47.15,64.65,67.88,24.856,271.3,215.0
3551,46.27,42.07,80.54,86.76,49.325,268.7,215.4
3552,53.15,52.22,76.07,78.94,19.82,266.9,215.3
3553,43.69,42.15,80.82,84.63,39.492,271.6,216.1
3554,51.22,46.04,65.72,72.39,35.15,268.8,216.4
3555,56.42,47.43,75.95,86.47,65.83,266.7,214.4
3556,43.65,42.03,65.06,68.74,32.306,269.2,213.1
3557,57.98,52.55,72.72,79.68,34.91,266.7,217.9
3558,51.14,46.41,64.57,70.79,32.81,269.1,215.5
3559,53.06,52.39,75.83,78.65,26.411,268.2,215.5
3560,43.4,41.99,71.2,74.72,31.791,270.4,215.3
3561,56.01,52.27,86.93,92.53,39.93,269.4,215.4
3562,56.46,48.42,75.5,85.2,64.586,267.4,214.4
3563,43.52,42.52,68.42,71.57,30.77,271.4,214.7
3564,48.4,47.15,64.65,67.92,27.688,270.3,214.1
3565,45.78,42.03,61.09,66.49,32.013,268.8,214.6
3566,51.84,47.31,74.23,80.33,33.75,266.7,213.9
3567,49.01,41.74,63.79,72.43,46.81,268.0,215.3
3568,56.67,48.01,75.91,85.94,55.59,267.4,216.0
3569,51.88,47.68,85.45,91.51,41.62,267.5,215.7
3570,54.99,47.68,84.96,93.84,53.73,268.3,216.6
3571,45.82,41.09,71.2,77.67,41.55,268.6,216.0
3572,51.3,44.24,80.87,89.34,47.85,269.0,215.5
3573,56.26,51.82,66.21,72.06,26.07,269.1,216.9
3574,47.09,42.23,64.94,71.41,39.926,268.7,213.8
3575,46.19,42.4,61.21,66.61,28.84,267.7,215.9
3576,53.92,52.72,85.21,88.44,25.66,269.1,216.5
3577,56.22,51.86,75.54,81.52,33.15,266.8,215.1
3578,54.83,47.52,85.0,93.72,46.0,267.0,216.3
3579,46.31,41.99,80.17,86.31,43.49,269.0,214.4
3580,56.5,52.43,74.72,80.41,31.91,267.0,214.3
3581,56.14,51.69,66.33,72.35,33.63,269.8,216.3
3582,48.15,46.86,64.69,67.88,23.56,270.4,213.4
3583,53.92,52.1,64.24,67.8,20.12,270.9,216.4
3584,54.13,52.84,85.25,88.56,27.6,270.5,215.3
3585,52.0,42.77,70.63,81.4,63.45,264.8,215.3
3586,50.03,43.87,65.63,73.08,33.39,266.6,215.4
3587,45.69,41.33,69.4,75.5,42.212,270.8,214.3
3588,49.42,47.15,65.02,69.03,23.86,269.4,214.8
3589,56.22,49.15,85.41,94.05,51.62,266.9,215.5
3590,48.15,47.15,75.54,78.65,27.372,269.2,216.5
3591,64.53,57.3,86.11,94.38,31.75,267.9,216.6
3592,46.43,41.78,71.12,77.38,38.84,270.8,215.2
3593,56.01,48.62,85.21,94.09,50.93,265.7,214.3
3594,51.3,47.23,85.25,91.14,40.44,268.6,215.2
3595,49.01,46.49,87.7,92.33,37.624,266.8,216.3
3596,53.97,52.72,85.21,88.44,24.99,269.4,215.5
3597,53.35,52.39,75.34,78.49,29.567,266.7,215.6
3598,56.14,51.9,65.88,71.69,28.31,265.0,215.9
3599,51.51,42.28,70.63,81.35,61.92,265.4,215.8
3600,47.62,42.32,83.2,90.44,54.64,267.6,214.4
3601,55.4,46.9,70.83,80.78,58.63,267.7,215.6
3602,51.3,46.12,65.76,72.47,36.33,268.1,216.1
3603,56.18,52.02,75.5,81.31,32.59,265.4,214.4
3604,53.88,52.02,64.53,68.21,24.53,271.7,215.7
3605,43.73,42.23,66.04,69.73,34.4839,267.9,214.9
3606,46.31,42.07,80.13,86.31,48.699,269.5,213.8
3607,50.24,42.64,79.92,88.97,49.07,266.0,215.9
3608,45.37,42.48,66.7,71.45,35.435,272.8,215.5
3609,49.67,47.39,65.14,69.28,28.56,268.2,213.9
3611,55.89,51.82,65.31,70.87,25.72,267.6,216.4
3612,52.53,47.84,77.47,84.1,49.33,269.2,216.6
3613,48.56,46.66,65.84,69.56,24.515,271.2,215.8
3614,57.12,54.52,63.46,67.35,10.52,274.1,216.1
3615,48.64,47.43,64.73,67.88,23.697,269.8,214.5
3616,46.76,42.52,66.21,72.06,36.65,270.2,213.4
3617,56.83,51.73,67.72,74.48,39.305,266.1,215.4
3618,46.06,40.68,71.24,78.61,58.059,270.0,215.8
3619,57.24,52.88,85.33,91.3,32.99,267.6,216.0
3620,52.0,47.76,86.15,92.21,42.09,269.1,215.3
3621,56.34,52.02,65.84,71.94,39.986,267.9,215.4
3622,46.31,42.11,79.96,86.06,44.21,268.2,215.3
3623,50.94,46.21,64.45,70.67,33.82,269.6,215.0
3624,48.15,47.15,75.62,78.69,25.77,268.6,215.9
3625,61.21,52.18,75.5,85.9,54.22,265.5,216.7
3626,53.84,51.94,64.57,68.25,22.34,268.4,214.1
3627,51.34,46.62,66.21,72.22,30.18,275.4,215.6
3628,55.15,52.59,84.43,88.97,33.79,269.3,217.7
3629,56.75,52.55,84.71,90.65,36.48,266.8,215.3
3630,53.76,51.86,64.53,68.21,21.45,267.7,215.0
3631,43.2,42.32,60.64,63.67,28.768,268.9,214.5
3632,56.22,51.69,76.32,82.46,34.47,266.9,215.1
3633,52.33,46.33,67.84,75.58,51.171,267.7,215.2
3634,53.56,52.06,63.01,66.37,22.419,270.0,215.4
3635,51.06,47.64,86.35,91.59,35.32,269.6,216.2
3636,45.9,41.17,71.2,77.63,41.1,269.0,215.2
3637,49.01,47.48,85.74,89.38,32.16,271.0,217.1
3638,45.69,41.37,69.4,75.5,41.63,270.8,216.4
3639,50.12,46.33,74.89,80.62,43.75,269.0,214.7
3640,52.7,51.94,75.22,78.0,21.53,265.6,214.7
3641,50.08,42.11,66.04,75.34,51.6,267.8,214.4
3642,56.22,47.88,75.62,85.41,54.9,267.7,217.2
3643,48.19,47.27,75.38,78.37,25.24,269.0,216.1
3644,56.01,51.94,65.39,71.2,36.302,267.6,215.3
3646,43.12,42.15,60.76,63.79,26.105,269.3,215.1
3648,50.94,46.7,76.07,82.05,37.31,269.1,216.9
3649,62.28,53.08,76.03,86.64,58.21,264.7,215.3
3650,57.57,52.39,74.03,81.15,52.076,266.6,215.0
3651,48.36,47.52,74.97,77.92,26.881,269.6,215.1
3652,48.4,46.78,66.29,69.85,25.955,270.7,217.4
3653,49.91,42.28,79.96,89.13,54.11,266.9,215.7
3654,43.57,41.99,80.78,84.59,37.972,271.0,215.9
3655,55.93,47.07,75.26,85.53,59.38,267.4,215.5
3656,42.79,41.82,61.09,64.12,27.202,271.1,214.4
3657,49.58,42.81,74.44,82.79,49.57,267.1,215.6
3658,51.71,42.64,70.63,81.19,59.16,264.9,216.3
3659,53.43,52.1,62.52,65.71,20.57,268.3,214.9
3660,43.61,42.07,80.78,84.55,38.695,272.4,215.3
3661,60.72,53.66,75.54,84.18,43.1,259.9,215.3
3662,43.77,42.28,80.29,83.89,31.27,268.3,215.4
