TEI,TEO,TCI,TCO,Heat,FWC,FWE
49.01,41.74,63.79,72.43,46.81,268,215.3
56.67,48.01,75.91,85.94,55.59,267.4,216
51.88,47.68,85.45,91.51,41.62,267.5,215.7
54.99,47.68,84.96,93.84,53.73,268.3,216.6
45.82,41.09,71.2,77.67,41.55,268.6,216
51.3,44.24,80.87,89.34,47.85,269,215.5
56.26,51.82,66.21,72.06,26.07,269.1,216.9
47.09,42.23,64.94,71.41,39.926,268.7,213.8
46.19,42.4,61.21,66.61,28.84,267.7,215.9
53.92,52.72,85.21,88.44,25.66,269.1,216.5
56.22,51.86,75.54,81.52,33.15,266.8,215.1
54.83,47.52,85,93.72,46,267,216.3
46.31,41.99,80.17,86.31,43.49,269,214.4
56.5,52.43,74.72,80.41,31.91,267,214.3
56.14,51.69,66.33,72.35,33.63,269.8,216.3
48.15,46.86,64.69,67.88,23.56,270.4,213.4
53.92,52.1,64.24,67.8,20.12,270.9,216.4
54.13,52.84,85.25,88.56,27.6,270.5,215.3
52,42.77,70.63,81.4,63.45,264.8,215.3
50.03,43.87,65.63,73.08,33.39,266.6,215.4
45.69,41.33,69.4,75.5,42.212,270.8,214.3
49.42,47.15,65.02,69.03,23.86,269.4,214.8
56.22,49.15,85.41,94.05,51.62,266.9,215.5
48.15,47.15,75.54,78.65,27.372,269.2,216.5
64.53,57.3,86.11,94.38,31.75,267.9,216.6
46.43,41.78,71.12,77.38,38.84,270.8,215.2
56.01,48.62,85.21,94.09,50.93,265.7,214.3
51.3,47.23,85.25,91.14,40.44,268.6,215.2
49.01,46.49,87.7,92.33,37.624,266.8,216.3
53.97,52.72,85.21,88.44,24.99,269.4,215.5
53.35,52.39,75.34,78.49,29.567,266.7,215.6
56.14,51.9,65.88,71.69,28.31,265,215.9
51.51,42.28,70.63,81.35,61.92,265.4,215.8
47.62,42.32,83.2,90.44,54.64,267.6,214.4
55.4,46.9,70.83,80.78,58.63,267.7,215.6
51.3,46.12,65.76,72.47,36.33,268.1,216.1
56.18,52.02,75.5,81.31,32.59,265.4,214.4
53.88,52.02,64.53,68.21,24.53,271.7,215.7
43.73,42.23,66.04,69.73,34.4839,267.9,214.9
46.31,42.07,80.13,86.31,48.699,269.5,213.8
50.24,42.64,79.92,88.97,49.07,266,215.9
45.37,42.48,66.7,71.45,35.435,272.8,215.5
49.67,47.39,65.14,69.28,28.56,268.2,213.9
61.12,61.07,59.61,59.94,1.682E-45,3.868E-45,3.097E-45
55.89,51.82,65.31,70.87,25.72,267.6,216.4
52.53,47.84,77.47,84.1,49.33,269.2,216.6
48.56,46.66,65.84,69.56,24.515,271.2,215.8
57.12,54.52,63.46,67.35,10.52,274.1,216.1
48.64,47.43,64.73,67.88,23.697,269.8,214.5
46.76,42.52,66.21,72.06,36.65,270.2,213.4
56.83,51.73,67.72,74.48,39.305,266.1,215.4
46.06,40.68,71.24,78.61,58.059,270,215.8
57.24,52.88,85.33,91.3,32.99,267.6,216
52,47.76,86.15,92.21,42.09,269.1,215.3
56.34,52.02,65.84,71.94,39.986,267.9,215.4
46.31,42.11,79.96,86.06,44.21,268.2,215.3
50.94,46.21,64.45,70.67,33.82,269.6,215
48.15,47.15,75.62,78.69,25.77,268.6,215.9
61.21,52.18,75.5,85.9,54.22,265.5,216.7
53.84,51.94,64.57,68.25,22.34,268.4,214.1
51.34,46.62,66.21,72.22,30.18,275.4,215.6
55.15,52.59,84.43,88.97,33.79,269.3,217.7
56.75,52.55,84.71,90.65,36.48,266.8,215.3
53.76,51.86,64.53,68.21,21.45,267.7,215
43.2,42.32,60.64,63.67,28.768,268.9,214.5
56.22,51.69,76.32,82.46,34.47,266.9,215.1
52.33,46.33,67.84,75.58,51.171,267.7,215.2
53.56,52.06,63.01,66.37,22.419,270,215.4
51.06,47.64,86.35,91.59,35.32,269.6,216.2
45.9,41.17,71.2,77.63,41.1,269,215.2
49.01,47.48,85.74,89.38,32.16,271,217.1
45.69,41.37,69.4,75.5,41.63,270.8,216.4
50.12,46.33,74.89,80.62,43.75,269,214.7
52.7,51.94,75.22,78,21.53,265.6,214.7
50.08,42.11,66.04,75.34,51.6,267.8,214.4
56.22,47.88,75.62,85.41,54.9,267.7,217.2
48.19,47.27,75.38,78.37,25.24,269,216.1
56.01,51.94,65.39,71.2,36.302,267.6,215.3
61.49,61.48,59.94,60.39,1.682E-45,3.868E-45,3.097E-45
43.12,42.15,60.76,63.79,26.105,269.3,215.1
58.76,60.74,59.21,59.65,1.682E-45,3.868E-45,3.097E-45
50.94,46.7,76.07,82.05,37.31,269.1,216.9
62.28,53.08,76.03,86.64,58.21,264.7,215.3
57.57,52.39,74.03,81.15,52.076,266.6,215
48.36,47.52,74.97,77.92,26.881,269.6,215.1
48.4,46.78,66.29,69.85,25.955,270.7,217.4
49.91,42.28,79.96,89.13,54.11,266.9,215.7
43.57,41.99,80.78,84.59,37.972,271,215.9
55.93,47.07,75.26,85.53,59.38,267.4,215.5
42.79,41.82,61.09,64.12,27.202,271.1,214.4
49.58,42.81,74.44,82.79,49.57,267.1,215.6
51.71,42.64,70.63,81.19,59.16,264.9,216.3
53.43,52.1,62.52,65.71,20.57,268.3,214.9
43.61,42.07,80.78,84.55,38.695,272.4,215.3
60.72,53.66,75.54,84.18,43.1,259.9,215.3
43.77,42.28,80.29,83.89,31.27,268.3,215.4
61.34,52.47,75.54,85.86,55.62,264.1,215.8
50.94,46.21,64.41,70.63,35.1,270.8,214.8
52,47.8,85.45,91.47,39.96,267.2,215.4
52.7,46.7,68.13,75.87,51.817,268.5,215.5
56.01,48.66,85.25,94.13,51.31,266.1,215.3
60.48,52.47,85.53,95.07,54.19,265,215.7
54.25,47.39,83.36,91.55,42.26,267.2,214.4
52.9,52.14,75.09,77.87,22.35,267.5,214.6
46.55,42.07,81.15,87.41,44.57,271.6,215.4
58.31,51.98,70.26,78.2,46.134,265.6,215.5
45.61,41.21,69.36,75.5,40.148,268.8,215
47.86,46.82,75.34,78.61,33.208,269.2,215
54.01,52.14,64.32,67.97,22.31,271.7,216.7
47.41,42.48,65.84,72.39,39.13,267.8,214.5
45.78,41.01,71.2,77.79,47.642,268.5,213.3
55.64,47.27,70.06,79.76,51.64,267.4,216.1
61.54,53.58,85.66,95.15,54.35,265.7,216
43.4,42.23,69.81,73.13,30.682,268.8,215.1
50.98,45.14,68.38,75.3,22.33,267.1,216.4
47.54,42.56,65.92,72.55,38.41,267.1,216.3
60.31,52.1,85.57,95.19,54.09,266.3,214.7
47.33,42.19,66.25,73.04,45.008,269.5,213.4
53.52,52.1,85.25,88.73,29,268.9,216
51.67,42.23,70.1,80.99,64.45,266.2,215
53.6,48.38,69.69,76.44,44.287,275.4,215.7
47.62,43.38,59.78,65.47,27.47,268.4,214.7
54.66,47.27,77.55,86.39,50.94,268.6,215.9
43.2,41.87,71.2,74.64,31.444,270.7,214.9
56.79,52.63,85.12,90.98,35.24,267.6,215.4
47.29,42.32,66.21,72.96,44.514,268.5,216.4
43.44,42.03,71.24,74.76,31.088,269.5,215.8
50.89,46.21,64.49,70.79,37.933,268.8,214.6
51.3,42.48,69.61,79.72,53.25,265.8,214.7
59,51.98,70.47,78.82,40.27,266.6,216.3
46.84,41.95,64.94,71.53,42.729,268.7,214.6
57.16,52.55,76.4,82.67,35.16,266.8,216.6
43.52,41.87,66.17,69.85,30.083,269.5,215.2
43.36,42.36,70.1,73.33,34.5432,271.3,213.5
52.04,47.84,86.15,92.25,44.87,269.3,215.6
47.25,42.97,81.23,87.41,45.78,269.8,215.8
56.91,52.68,85.21,91.06,35.02,269.6,214.6
51.71,47.68,67.23,72.02,-0.07865,271.6,215.7
55.81,48.7,85.45,94.13,56.65,268.9,213.8
50.53,46.53,74.85,80.54,36.69,270.5,215
46.27,41.99,80.21,86.31,40,267.3,216.1
61.34,52.1,75.87,86.6,62.77,266.4,216.3
43.4,41.87,71.61,75.25,32.62,270.1,215.3
43.32,41.74,71.69,75.58,41.919,272.1,215.8
48.11,47.15,75.58,78.65,27.295,270,216.8
60.6,52.39,85.62,95.36,55.75,266.2,216.8
46.72,42.52,80.13,86.35,49.029,268.4,215.5
51.34,45.88,66.17,73.49,51.611,267.9,215.7
51.51,44.49,80.7,89.09,44.41,268.1,215.8
53.47,52.1,62.52,65.71,19.85,271.2,216.5
52.66,51.9,75.22,78.04,23.37,267.2,215.6
48.97,47.48,66.21,69.64,26.175,269.8,214.3
56.87,52.43,75.62,81.72,33.86,265.4,215.4
50.69,42.6,67.27,76.69,53.1,269.3,215.4
50.57,43.71,72.51,81.15,58.216,267.4,215.8
47.21,43.34,80.29,86.1,44.32,270.5,216.3
46.31,42.03,80.13,86.27,44.1,269,215.1
45.9,41.58,69.07,75.13,39.935,269.6,215.2
57.73,50.91,85.37,93.52,38.78,266,215.7
60.6,52.27,75.91,85.65,53.56,266.3,215.7
47.33,42.19,66.21,72.96,40.668,269.1,215.7
49.79,42.19,79.96,89.09,55.34,267.2,214.8
51.55,47.35,85.78,91.84,43.28,268.7,215
52,47.84,85.41,91.47,44.76,268.5,214.6
56.01,47.84,70.42,79.8,47.81,269,215.9
56.3,53.82,85.78,90.28,36.23,269.4,215.6
50.12,42.23,66.45,75.83,57.945,267.3,213.6
49.01,47.48,85.37,88.97,29.7,268.8,216.5
43.73,42.15,65.67,69.32,30.632,268.2,214.7
42.91,41.95,61.87,65.02,31.5802,269.9,214.3
51.14,46.33,64.86,71.2,35.58,269.7,215.6
58.43,51.41,69.97,78.32,41.6,266,214.8
54.13,52.84,85.29,88.56,25.12,270.7,217.2
57.04,52.8,75.5,81.4,35.57,268.4,214.7
61.21,52.02,75.83,86.51,58.51,263.7,216.1
43.52,42.48,68.42,71.53,27.15,269.9,214.8
50.44,46.45,74.81,80.58,39.72,270,214.8
43.69,42.15,80.82,84.63,39.709,271.2,215.3
45.69,41.37,69.4,75.5,43.376,270.8,214.4
47.78,42.03,74.44,82.01,52.023,268.4,216.4
56.01,51.94,65.31,70.91,28.11,268.5,216.3
54.99,48.25,70.59,78.9,50.03,267.8,215.6
53.72,52.88,84.59,87.7,33.096,271,217.2
56.01,51.9,65.31,70.91,26.98,269,216.5
58.59,60.13,58.47,59.04,8.03,270.6,214.6
64.28,65.2,64.28,65.14,1.682E-45,3.868E-45,3.097E-45
59.37,61.36,59.98,60.47,1.682E-45,3.868E-45,3.097E-45
53.76,51.86,64.49,68.21,23.56,269.1,215.5
49.42,47.88,85.66,89.26,31.32,270.5,215
58.88,50.79,77.75,87.37,59.47,266.8,214.2
49.01,47.43,85.74,89.38,30.85,270.9,217
50.36,46.37,74.89,80.7,41.302,270,214.8
51.96,44.9,78.94,86.92,28.39,268.6,215.1
50.85,42.68,67.39,76.85,49.82,268.1,215.9
60.84,52.59,85.78,95.52,55.32,266.4,216.4
51.55,43.13,69.44,79.39,66.789,268.5,212.7
53.8,52.35,85.82,89.26,26.36,268.1,214.8
51.63,46.45,88.03,95.19,54.35,268.4,216.1
59.29,52.1,70.79,79.31,38.46,265.2,217.3
61.66,61.64,60.02,60.31,1.682E-45,3.868E-45,3.097E-45
57.69,56.89,60.97,63.75,22.71,273,216
60.23,52.22,85.33,94.83,51.93,264.6,215.7
51.26,47.02,85.74,91.8,42.02,268.8,215
54.74,53.17,78.04,81.6,27.03,268.1,215.3
47.82,46.98,74.97,78,29.478,269.2,216.1
59.41,51.86,71.53,80.33,41.29,266.2,215.7
48.48,47.52,75.71,78.73,26.96,271.3,215.1
57.61,52.68,67.72,74.27,39.496,269.6,215.8
56.26,49.32,84.43,92.7,41.49,267.3,215.5
53.84,51.94,64.57,68.25,22.44,270.4,215.9
53.92,52.1,64.24,67.8,22.54,275.4,216.3
44.18,42.85,79.23,82.79,35.664,268.7,214.1
47.54,42.77,67.56,73.86,36.04,269.8,214.8
55.07,48.05,84.22,92.61,46.92,268.2,213.9
54.25,52.14,86.39,90.61,37.5,270.4,215.1
50.85,46.12,64.98,71.61,48.411,269.4,216.3
54.17,47.43,82.87,90.73,36,269,213.9
50.77,46.57,76.2,82.09,38.33,270.4,214.9
56.59,52.43,76.07,82.17,45.156,267.4,214.8
56.34,47.68,71.2,81.15,52.68,268.4,216.7
53.11,52.39,75.42,78.2,23.74,268.4,215.2
44.26,42.73,80.13,83.85,36.992,269.7,212.6
59.21,52.1,70.67,79.23,45.38,266.5,216.4
52.37,47.31,74.31,80.9,34.56,266.9,215.8
61.58,53.58,85.66,95.11,51.52,265.4,215.7
56.01,48.66,85.21,94.13,55.92,267.8,214.8
45.9,41.21,71.2,77.63,41.79,269,215.8
49.75,47.19,73.99,78.45,34.33,270.3,213.1
56.42,52.39,74.85,80.62,34.89,266.7,215.6
47.09,42.68,67.6,73.66,36.9,269.2,215.4
43.69,42.11,80.82,84.59,38.191,273.1,214.6
43.73,42.11,65.18,68.91,33.261,270,215.2
46.55,43.3,77.06,82.3,43.899,273.6,215.8
45.65,41.29,69.48,75.62,44.329,271.3,214.3
55.23,53.66,78.04,81.68,30.486,268.9,215.6
57.45,52.35,72.02,78.69,35.14,266.1,216.3
43.69,42.07,65.06,68.74,31.662,269.8,214.9
45.04,42.28,68.54,73.33,39.586,271,215.7
58.22,58.2,56.54,56.83,1.682E-45,3.868E-45,3.097E-45
53.68,52.35,62.48,65.63,20.42,271.8,215.2
56.14,47.56,74.97,85.04,63.65,268.8,214.8
53.15,52.39,75.26,78.08,23.32,266.4,215
53.68,52.35,62.44,65.63,20.68,269.9,216.3
46.6,42.56,80.33,86.31,45.531,268.8,214.7
53.47,52.1,85.49,88.97,32.151,270.4,213.9
51.43,46.53,65.06,71.41,32.62,268.1,214.5
56.05,58.08,56.5,56.87,1.682E-45,3.868E-45,3.097E-45
51.3,47.23,85.25,91.1,41.43,269.9,213.5
50.24,42.68,67.15,75.91,41.38,265.5,213.8
53.11,52.39,75.42,78.2,22.32,266.8,217.1
43.65,42.19,72.02,75.75,38.1498,268.7,214.3
51.3,46.16,65.8,72.43,33.891,268.1,216.6
48.36,47.48,75.13,78.12,27.634,269.4,213.8
43.4,41.99,71.2,74.72,31.53,269.5,214.9
53.64,52.31,85.25,88.56,26.28,269.5,214.3
45.57,41.21,69.32,75.46,42.068,268.9,214.4
54.58,52.8,65.88,69.56,25.01,268.1,216
60.07,52.76,71.65,80.29,44.12,268.1,216.4
48.27,46.82,66.25,69.64,26.275,271.6,215.1
53.15,52.39,75.09,77.92,22.53,265.9,216.5
48.03,47.11,75.54,78.65,30.764,269.9,215.4
55.11,47.93,85.21,93.97,54.67,269.9,216.8
43.36,41.95,71.28,74.84,33.264,268.9,213.9
55.48,46.82,70.3,80.33,56.03,266.3,214.7
51.18,42.28,69.61,79.8,55.86,266.7,214.3
55.32,48.25,85.33,94.05,55.94,267.8,215.5
46.96,41.21,74.15,81.72,54.778,268.5,214
61.99,54.07,85.7,95.03,50.11,265.7,215.4
61.29,52.06,75.83,86.51,58.37,263.8,215.4
48.19,47.19,75.54,78.65,27.04,268.4,216.5
49.83,42.48,65.39,74.15,51.93,268.9,214.1
53.88,51.77,65.22,69.11,23.57,269.2,215.5
51.71,47.56,85.25,91.26,42.13,268.3,215.5
51.51,42.36,70.63,81.31,62.98,265.3,215.6
45.78,41.46,69.24,75.34,42.844,269.4,213.7
49.01,47.48,85.7,89.38,33.57,269.4,215.8
50.12,46.04,75.17,81.07,40.95,267.3,213.4
49.91,42.6,80.66,89.54,57.1,268.5,214.3
48.11,46.86,64.69,67.92,26.155,270.6,214.2
47.29,42.36,65.35,72.02,44.976,267.9,213.5
49.95,42.23,65.63,74.64,46.42,267.6,215.4
58.31,51.57,85.33,93.19,33.75,267.7,214.5
56.09,51.94,65.84,71.61,30.28,267,216.7
57.24,52.88,85.33,91.3,34.65,268.9,215.4
44.26,42.19,79.43,83.85,47.354,271.9,215.9
45.82,41.13,71.16,77.63,42.897,269.2,216.5
49.01,47.43,85.62,89.3,32.35,269.5,215.7
43.57,42.52,68.17,71.32,29.549,271.4,214.6
49.63,47.84,75.83,79.72,33.92,269.7,216
44.26,42.4,66.33,70.38,38.5098,269.3,214.4
51.47,42.36,70.67,81.35,65.84,267.3,216.6
51.39,46.62,66.21,72.27,29.45,274,215.4
56.14,47.31,75.09,85.41,63.58,269.6,216.8
57.12,52.72,80.78,86.88,37.91,269.6,216.4
50.94,46.25,64.41,70.67,38.709,270.7,213.9
53.84,51.9,64.53,68.25,21.75,268,215.4
58.31,52.88,71.33,78.37,40.86,265.9,214.5
59,51.94,70.55,79.06,45.7,265.5,215
61.66,53.7,85.7,95.11,48.48,264.8,217
51.96,47.72,86.15,92.21,41.65,268.6,215.2
57.08,52.76,85.37,91.43,37.31,269.3,217.8
49.95,45.06,64.41,70.75,32.99,268.5,214.5
56.5,51.98,76.32,82.58,37.97,267.5,217
50.03,42.44,79.96,89.05,55.05,268.6,215.3
50.2,42.93,78.57,87.01,40.4,268.2,214.3
55.89,46.98,75.17,85.49,55.71,265.3,216.1
45.49,41.13,69.2,75.38,43.983,268.9,214.1
47.62,43.46,81.07,87.05,40.69,269.5,216.5
61.34,52.06,75.87,86.6,60.02,264.7,215.5
62.44,53.37,76.03,86.55,57.33,265.6,217.1
50.44,46.33,75.3,81.19,38.88,268.3,215.2
45.78,42.07,61.13,66.49,32.889,269.6,214
59.25,52.14,70.79,79.31,42.6,265.4,216.3
46.27,42.19,80.58,86.64,47.922,269.3,214.7
43.65,41.95,66.13,69.85,30.843,270.9,215.7
56.75,49.24,70.67,79.59,47.54,266.5,215.9
56.09,48.42,74.15,82.21,19.79,275.4,215.5
54.99,47.93,70.92,79.39,43.57,266.1,216
50.61,43.22,81.11,90.08,57.53,269.4,215.4
48.4,47.43,75.83,78.82,24.22,269.7,216.2
43.24,42.44,68.87,71.9,32.2,270.6,214.2
56.75,52.59,85.12,90.94,34.36,267.2,214.2
47,41.82,66.25,73.13,44.117,269.2,215.9
46.68,42.64,80.29,86.27,43.14,268,216.6
45.53,41.17,69.16,75.34,45.708,270.4,213.7
49.95,42.68,80.7,89.54,55.34,269.3,216.1
45.78,42.03,61.13,66.49,32.244,270.7,214.2
54.42,52.31,86.39,90.61,36.38,268.8,215.3
61.05,52.1,75.38,85.74,54.65,264.9,216.5
57.2,52.63,76.44,82.62,34.13,266.6,215.5
56.22,52.31,75.42,81.03,31.25,265.3,215.6
43.28,42.07,69.36,72.76,33.296,269.9,214.9
61.29,52.02,75.83,86.55,59.76,264.3,215.3
49.01,41.74,63.83,72.47,44.79,266.9,215.7
53.47,52.1,62.52,65.67,18.94,270.4,214.3
48.48,47.15,65.02,68.29,25.178,270.5,214.2
56.95,52.96,75.05,80.82,37.48,267.6,215
51.26,47.02,85.7,91.8,42.79,267.9,215.1
51.26,47.07,86.11,92.08,41.55,271.4,215.9
60.93,51.98,75.58,85.94,55.61,264.8,215.9
49.3,42.36,71.2,78.86,20.86,268.4,213.9
43.89,42.4,80.17,83.89,37.797,270.5,214.5
50.89,46.21,64.49,70.79,39.04,270.3,214.9
47.41,42.6,66.17,72.51,34.34,267.6,214.8
46.96,42.15,64.9,71.41,41.363,269,215.6
60.93,51.94,75.58,85.94,54.4,264.2,215.2
48.11,46.86,64.73,67.92,23.68,269.1,214.6
53.15,52.39,75.91,78.69,22.31,268.3,215.5
54.05,52.18,64.65,68.38,25.263,270,215.6
55.85,48.7,85.45,94.21,53.42,268,216.8
50.69,46.7,74.97,80.7,35.61,268.3,216
45.86,41.13,71.16,77.63,41.09,268,215.9
59.41,51.86,71.53,80.41,46.54,267.9,215.8
50.85,44.36,71.16,78.53,19.45,266.8,215.9
50.73,47.84,73,77.79,34.51,268.6,215
51.3,46.12,65.76,72.39,33.77,267.9,215.3
53.64,52.27,62.52,65.63,17.34,270.7,214.5
55.97,57.92,56.54,56.95,1.682E-45,3.868E-45,3.097E-45
55.93,47.07,75.22,85.49,58.23,266.7,215.6
58.43,51.45,69.97,78.32,41.14,266.9,216.9
56.38,52.35,74.85,80.58,34.58,267.1,214.6
55.56,47.23,70.1,79.8,53.38,267,215.4
48.6,43.38,62.4,68.91,29.33,269.5,215.2
53.56,52.22,85.12,88.44,26.28,270.6,215.4
51.88,45.18,79.8,87.66,36.26,270.2,215.8
56.22,54.19,77.88,81.85,27.98,266.3,215
59.04,51.86,70.55,79.1,42.34,266.2,216.4
52.08,46.86,68.79,75.66,48.918,275.4,216
50.12,42.11,66.49,75.91,51.33,267.1,216.4
57.24,52.88,85.33,91.3,34.56,268.1,214.7
56.22,47.31,75.17,85.49,62.22,268.1,214.7
43.03,42.07,60.8,63.79,25.954,271.6,214.1
47.54,43.3,81.15,87.21,41.63,270.4,217
50.65,46.7,74.93,80.7,38.73,267.8,215.2
51.14,47.6,85.62,91.35,51.307,269.6,215.5
43.03,42.11,60.8,63.79,26.694,271.3,215
50.89,42.64,67.56,77.14,55.03,269.6,215.3
56.26,52.06,85.49,91.47,38.38,268.8,216.9
55.03,47.72,85,93.84,54.55,267.2,213.8
55.93,51.82,65.31,70.87,23.45,265.9,215.8
48.48,47.15,74.6,78.12,33.193,268.5,215.7
43.61,42.28,70.06,73.58,34.277,270,215
56.63,52.55,74.85,80.58,33.32,267.1,214.5
56.14,51.9,65.84,71.57,26.73,267,216
45.86,41.17,71.2,77.59,41.55,269.5,214.9
55.85,47.76,69.85,79.27,51.27,266.5,214.1
53.43,52.02,85.41,88.97,31.728,268.9,217.1
53.11,52.39,75.38,78.2,24.84,267.7,215.7
45.78,41.46,69.52,75.58,41.295,270.5,214.7
56.3,47.23,75.95,86.51,62.84,266.2,215.2
57.08,52.55,70.42,76.73,38.49,264,214.8
47.09,42.93,81.03,87.01,40.86,268.8,215.6
60.35,53.86,75.3,83.44,46.07,264.9,217.1
51.67,42.56,69.97,80.41,55.83,266.6,216.2
56.01,51.94,65.35,70.95,28.97,268.3,215.1
43.81,42.6,68.99,72.47,36.747409,270.9,215.6
53.88,47.84,78.53,86.47,58.297,267.5,214.7
49.87,42.23,79.96,89.09,51.69,265.3,214.7
55.64,46.94,70.26,80.29,59.14,267.4,212.9
53.52,52.18,85.08,88.4,25.93,269.7,215.2
55.48,46.78,70.26,80.25,51.71,266.9,216.1
57.2,50.38,85.41,93.72,47.94,267.2,214.7
53.15,52.39,75.38,78.16,21.94,267.7,215.8
50.73,46.7,75.01,80.74,33.61,268.1,216.6
43.28,42.23,69.56,72.88,36.1942,271.1,214
49.13,47.6,85.33,89.01,33.43,268.2,214.8
56.3,47.27,75.95,86.43,61.45,266.8,215.4
61.58,53.58,85.62,95.07,53.54,267.3,216.1
46.1,42.32,61.17,66.57,30.22,268.3,214.8
60.93,53.49,85.57,94.5,51.95,267.9,215.9
56.38,52.06,66.25,72.02,27.06,269.3,216.7
56.5,52.31,85.29,91.22,38.33,269.8,216.2
44.02,42.11,65.72,69.77,37.8663,269.5,213.4
45.78,41.46,69.4,75.54,42.281,269.9,216.5
51.18,44.36,66.29,74.44,45.9,271.1,214.9
56.26,51.9,85.66,91.84,40.74,267.8,216.5
55.11,47.93,85.21,93.97,56.6,269.7,215.2
50.77,42.77,67.03,76.28,49.39,269.7,215.7
46.19,41.58,70.96,77.18,38.54,269.7,214.2
55.11,47.88,85.08,94.01,58.42,268.1,216.1
60.56,52.31,75.87,85.57,54.03,267.2,216.9
50.89,42.6,67.68,77.26,52.08,268.8,215.7
43.65,41.99,66.13,69.85,31.804,270,215.5
53.56,52.22,85.12,88.4,23.52,268.2,215.4
57.04,52.06,70.79,77.42,37.21,265.2,215.7
56.05,48.7,85.21,94.09,53.6,267.5,215
51.3,46.08,65.72,72.39,36.12,269.6,215
55.23,46.78,70.67,80.62,60.754,267.7,215.1
50.98,46.21,64.73,71.12,39.598,269.1,213.9
48.32,47.48,75.05,78.04,28.553,269.7,215.1
49.87,42.44,79.47,88.27,46.42,267.3,215.8
50.49,47.56,66.41,71.12,31.189,271.3,215.9
58.43,51.45,69.97,78.32,40.42,265.9,216.6
51.67,43.13,70.92,80.62,53.54,273.1,216.8
46.68,42.32,81.15,87.37,45.1,269.7,215.4
50.12,42.19,66.45,75.83,53.14,266.8,215.5
56.79,52.63,85.12,90.98,33.74,266.6,216.1
46.27,42.19,79.96,85.98,45.21,268.8,215.4
56.26,47.8,74.76,84.75,61.71,267.7,215.5
55.56,46.86,70.3,80.37,54.22,265,214.8
50.03,42.89,78.78,87.21,42.26,267.6,215.2
46.35,41.7,71.04,77.26,36.86,270.2,215
62.32,54.89,79.64,87.5,12.6,268,214.2
50.24,44.12,65.88,73.13,27.86,268.1,215.8
54.13,52.27,65.31,68.99,24.72,271.5,215.2
50.98,46.78,65.06,70.75,28.7,270,216.2
53.76,52.35,85.86,89.3,28.55,269,213.9
46.68,41.54,82.18,89.3,55.4526,267.5,213.9
43.57,42.03,80.74,84.55,39.463,271.9,216.5
53.19,52.43,75.3,78.12,23.02,267.2,216.5
55.19,48.05,85.33,94.13,59.83,271.3,216.4
51.92,42.73,70.02,80.5,57.06,266.1,214.4
48.44,47.97,77.06,79.88,34.4936,271.4,214.7
45.57,41.21,69.16,75.3,41.848,269.5,215.2
54.13,52.84,85.21,88.52,27.31,269.7,215
59.25,52.1,70.79,79.31,41.42,264.9,215.7
48.4,47.43,75.79,78.78,24.87,270.9,215.9
44.26,42.32,67.19,71.32,38.1696,269.7,216.6
55.85,48.58,74.64,83.77,68.4689,268.6,214.1
56.95,52.59,75.83,81.89,34.74,266.5,216.5
53.19,52.39,75.05,77.92,23.22,266.4,216
56.14,51.9,65.84,71.57,25.51,265.8,216.3
46.1,41.7,81.85,88.23,50.779,269,214.2
62.85,55.3,75.38,84.22,38.33,264.4,217.3
56.75,52.55,85.04,90.94,36.8,268.5,214.8
55.69,47.19,70.06,79.76,49.13,267,214.8
43.32,42.11,69.4,72.8,33.93,271.2,215
55.32,53.08,85.86,90.08,32.71,268.7,214.8
59.45,51.9,71.53,80.37,44.62,269.2,217.2
60.6,52.39,85.62,95.36,57.88,266,215.1
58.63,51.61,70.02,78.37,41.26,266,214.9
56.3,51.94,66.29,72.1,30.68,270.6,214.3
54.13,53.08,76.07,79.47,37.095,267,214.7
58.63,51.65,70.1,78.45,42.17,265.8,215.1
52,45.22,78.45,86.19,31.38,271.3,214.8
56.79,52.8,85,90.85,40.34,268.4,216.2
61.25,52.22,75.54,85.94,53.4,263.8,215.7
46.72,42.68,80.29,86.23,43.43,267.6,214.1
49.91,42.03,66.37,75.7,49.44,265.8,216.8
56.5,49.56,84.88,93.19,43.8,268.5,216.2
56.75,48.05,75.87,86.06,58.36,266.2,216.4
49.99,42.77,80.66,89.54,57.76,267.1,214.4
46.8,42.64,80.13,86.27,46.69,268.5,216
60.39,52.18,85.62,95.32,55.63,266.7,216.2
59.41,51.9,71.57,80.41,48.29,269.5,215.8
47.74,46.82,75.09,78.08,25.777,269.8,215.6
53.97,52.8,85.16,88.44,29.33,269.3,215.1
49.13,46.98,65.39,69.36,26.559,270.2,214.8
61.13,54.27,75.22,83.57,41.42,263.4,216.4
43.77,42.36,80.17,83.85,37.032,267.5,214.6
53.43,52.06,62.52,65.67,17.61,269.3,216
57.2,52.88,85.33,91.39,37.89,267.6,215.5
53.27,51.82,62.44,65.67,18.91,269.9,215.2
55.64,49.15,71.45,79.68,51.91,266.8,216.8
56.18,51.94,65.8,71.61,30.61,267.3,215.6
43.85,42.48,70.06,73.58,33.312,270.4,214.7
61.25,53.82,85.66,94.5,45.15,267.1,217.7
53.15,52.39,75.13,77.96,23.55,267,215.1
55.36,48.29,85.33,94.05,53.92,266.8,216
61.62,54.19,85.7,94.5,44.88,266.2,215.9
56.26,51.94,66.29,72.14,30.95,269.5,216.1
61.09,53.9,82.22,90.04,16.19,268.3,216.4
46.02,42.23,61.13,66.49,30.14,270.4,214.9
